timestamp,open,high,low,close,volume,amount
2020-08-11 07:14:00,3.0446,3.0446,3.03,3.031,296.82,0
2020-08-11 07:15:00,3.0308,3.0311,3.0308,3.031,143.1,0
2020-08-11 07:16:00,3.031,3.031,3.0301,3.0307,222.28,0
2020-08-11 07:17:00,3.0307,3.043,3.0307,3.043,1792.03,0
2020-08-11 07:18:00,3.043,3.043,3.043,3.043,0.0,0
2020-08-11 07:19:00,3.043,3.043,3.0314,3.0423,107.57,0
2020-08-11 07:20:00,3.0423,3.0423,3.0316,3.0316,48.53,0
2020-08-11 07:21:00,3.0316,3.0316,3.0316,3.0316,0.0,0
2020-08-11 07:22:00,3.0318,3.0318,3.0318,3.0318,56.77,0
2020-08-11 07:23:00,3.0318,3.0318,3.0318,3.0318,0.0,0
2020-08-11 07:24:00,3.0322,3.0543,3.0314,3.0314,2638.01,0
2020-08-11 07:25:00,3.0314,3.0314,3.0314,3.0314,418.0,0
2020-08-11 07:26:00,3.0314,3.0345,3.0311,3.0345,349.32,0
2020-08-11 07:27:00,3.0311,3.0463,3.031,3.0463,806.13,0
2020-08-11 07:28:00,3.0345,3.0345,3.0345,3.0345,757.59,0
2020-08-11 07:29:00,3.0345,3.0345,3.0345,3.0345,0.0,0
2020-08-11 07:30:00,3.0345,3.0345,3.0345,3.0345,0.0,0
2020-08-11 07:31:00,3.104,3.104,3.0374,3.0374,154.57,0
2020-08-11 07:32:00,3.0345,3.0345,3.0345,3.0345,1159.74,0
2020-08-11 07:33:00,3.0476,3.1089,3.0476,3.1089,115.32,0
2020-08-11 07:34:00,3.031,3.0311,3.0068,3.0068,445.39,0
2020-08-11 07:35:00,3.0066,3.0424,2.978,2.993,7906.35,0
2020-08-11 07:36:00,2.993,2.993,2.993,2.993,0.0,0
2020-08-11 07:37:00,2.993,2.993,2.993,2.993,0.0,0
2020-08-11 07:38:00,2.9695,2.9695,2.9695,2.9695,17.92,0
2020-08-11 07:39:00,2.9695,2.9695,2.9695,2.9695,234.21,0
2020-08-11 07:40:00,2.9569,2.9569,2.9,2.9107,1966.07,0
2020-08-11 07:41:00,2.9476,2.9476,2.88,2.89,5218.89,0
2020-08-11 07:42:00,2.8978,2.9221,2.89,2.9221,2854.39,0
2020-08-11 07:43:00,2.9177,2.9177,2.9002,2.9084,165.73,0
2020-08-11 07:44:00,2.9004,2.9004,2.9004,2.9004,481.89,0
2020-08-11 07:45:00,2.9036,2.9036,2.9015,2.9016,749.81,0
2020-08-11 07:46:00,2.9084,2.9108,2.9084,2.9108,11.13,0
2020-08-11 07:47:00,2.9084,2.9084,2.9084,2.9084,10.0,0
2020-08-11 07:48:00,2.9084,2.9084,2.9084,2.9084,0.0,0
2020-08-11 07:49:00,2.9255,2.9255,2.9255,2.9255,557.72,0
2020-08-11 07:50:00,2.9209,2.9281,2.9209,2.9209,191.64,0
2020-08-11 07:51:00,2.9209,2.9209,2.9209,2.9209,105.46,0
2020-08-11 07:52:00,2.931,2.931,2.931,2.931,23.9,0
2020-08-11 07:53:00,2.931,2.9312,2.9281,2.9281,392.17,0
2020-08-11 07:54:00,2.9281,2.93,2.921,2.9288,876.24,0
2020-08-11 07:55:00,2.9288,2.9288,2.9288,2.9288,0.0,0
2020-08-11 07:56:00,2.9288,2.9626,2.9218,2.9224,5368.06,0
2020-08-11 07:57:00,2.9224,2.9224,2.9224,2.9224,0.0,0
2020-08-11 07:58:00,2.9224,2.9224,2.9224,2.9224,0.0,0
2020-08-11 07:59:00,2.9224,2.9224,2.9224,2.9224,0.0,0
2020-08-11 08:00:00,2.9224,2.9224,2.9224,2.9224,0.0,0
2020-08-11 08:01:00,2.9626,2.9626,2.9225,2.9225,4740.64,0
2020-08-11 08:02:00,2.9224,2.9224,2.9204,2.9204,3171.85,0
2020-08-11 08:03:00,2.9144,2.9144,2.9144,2.9144,330.43,0
2020-08-11 08:04:00,2.9144,2.9144,2.9144,2.9144,0.0,0
2020-08-11 08:05:00,2.9144,2.9144,2.9144,2.9144,0.0,0
2020-08-11 08:06:00,2.9153,2.9153,2.915,2.915,80.0,0
2020-08-11 08:07:00,2.915,2.915,2.915,2.915,0.0,0
2020-08-11 08:08:00,2.915,2.915,2.915,2.915,0.0,0
2020-08-11 08:09:00,2.915,2.915,2.915,2.915,0.0,0
2020-08-11 08:10:00,2.915,2.915,2.915,2.915,0.0,0
2020-08-11 08:11:00,2.915,2.915,2.915,2.915,0.0,0
2020-08-11 08:12:00,2.915,2.915,2.915,2.915,0.0,0
2020-08-11 08:13:00,2.9614,2.9614,2.9325,2.9326,5419.4,0
2020-08-11 08:14:00,2.9449,2.9614,2.9449,2.9614,162.54,0
2020-08-11 08:15:00,2.9613,2.9614,2.9413,2.9413,599.68,0
2020-08-11 08:16:00,2.956,2.9647,2.956,2.9647,958.61,0
2020-08-11 08:17:00,2.9662,2.9662,2.9662,2.9662,9.82,0
2020-08-11 08:18:00,2.9654,2.9655,2.9654,2.9655,1684.1,0
2020-08-11 08:19:00,2.9479,2.9549,2.9479,2.9549,19.6,0
2020-08-11 08:20:00,2.9549,2.9647,2.9549,2.9647,61.89,0
2020-08-11 08:21:00,2.9496,2.9496,2.9496,2.9496,9.0,0
2020-08-11 08:22:00,2.964,2.964,2.964,2.964,112.96,0
2020-08-11 08:23:00,2.9496,2.9496,2.9496,2.9496,60.0,0
2020-08-11 08:24:00,2.9496,2.9635,2.948,2.9635,72.48,0
2020-08-11 08:25:00,2.948,2.948,2.948,2.948,269.11,0
2020-08-11 08:26:00,2.9261,2.9571,2.9254,2.9278,1112.75,0
2020-08-11 08:27:00,2.9278,2.9278,2.9278,2.9278,0.0,0
2020-08-11 08:28:00,2.9278,2.9278,2.9278,2.9278,0.0,0
2020-08-11 08:29:00,2.9278,2.9278,2.9278,2.9278,0.0,0
2020-08-11 08:30:00,2.957,3.0,2.957,2.9676,101.53,0
2020-08-11 08:31:00,2.95,2.95,2.95,2.95,24.62,0
2020-08-11 08:32:00,2.9676,2.9676,2.9676,2.9676,336.97,0
2020-08-11 08:33:00,2.9676,2.9676,2.9676,2.9676,89.84,0
2020-08-11 08:34:00,2.9733,2.9733,2.9733,2.9733,366.27,0
2020-08-11 08:35:00,2.9733,2.9733,2.9733,2.9733,0.0,0
2020-08-11 08:36:00,2.9733,2.9733,2.9733,2.9733,0.0,0
2020-08-11 08:37:00,2.9733,2.9733,2.9733,2.9733,0.0,0
2020-08-11 08:38:00,2.9733,2.9733,2.9733,2.9733,0.0,0
2020-08-11 08:39:00,2.9676,2.9676,2.9676,2.9676,10.0,0
2020-08-11 08:40:00,2.9586,2.9586,2.9586,2.9586,559.72,0
2020-08-11 08:41:00,2.9501,2.9501,2.9501,2.9501,874.81,0
2020-08-11 08:42:00,2.9693,2.9693,2.9301,2.9301,126.81,0
2020-08-11 08:43:00,2.967,2.967,2.967,2.967,34.12,0
2020-08-11 08:44:00,2.967,2.967,2.967,2.967,6.74,0
2020-08-11 08:45:00,2.949,2.949,2.9301,2.9301,37.22,0
2020-08-11 08:46:00,2.9301,2.9301,2.9301,2.9301,0.0,0
2020-08-11 08:47:00,2.9301,2.9301,2.9301,2.9301,0.0,0
2020-08-11 08:48:00,2.9301,2.9301,2.9301,2.9301,0.0,0
2020-08-11 08:49:00,2.9302,2.9302,2.9302,2.9302,89.75,0
2020-08-11 08:50:00,2.9302,2.9302,2.9302,2.9302,0.0,0
2020-08-11 08:51:00,2.9302,2.9302,2.9302,2.9302,153.8,0
2020-08-11 08:52:00,2.9302,2.9302,2.9302,2.9302,0.0,0
2020-08-11 08:53:00,2.9302,2.9302,2.9302,2.9302,0.0,0
2020-08-11 08:54:00,2.9304,2.9317,2.9303,2.9317,268.07,0
2020-08-11 08:55:00,2.9317,2.9317,2.9317,2.9317,0.0,0
2020-08-11 08:56:00,2.9328,2.9328,2.9317,2.9317,1595.0,0
2020-08-11 08:57:00,2.9317,2.9317,2.9317,2.9317,0.0,0
2020-08-11 08:58:00,2.96,2.96,2.96,2.96,730.63,0
2020-08-11 08:59:00,2.96,2.96,2.96,2.96,0.0,0
2020-08-11 09:00:00,2.96,2.96,2.96,2.96,88.76,0
2020-08-11 09:01:00,2.9464,2.9464,2.9464,2.9464,17.0,0
2020-08-11 09:02:00,2.9464,2.9464,2.9464,2.9464,0.0,0
2020-08-11 09:03:00,2.9464,2.9464,2.9464,2.9464,0.0,0
2020-08-11 09:04:00,2.9465,2.9465,2.9407,2.9407,2483.07,0
2020-08-11 09:05:00,2.9407,2.9407,2.9407,2.9407,661.09,0
2020-08-11 09:06:00,2.9389,2.94,2.934,2.934,135.66,0
2020-08-11 09:07:00,2.934,2.934,2.934,2.934,0.0,0
2020-08-11 09:08:00,2.937,2.937,2.9302,2.9302,863.09,0
2020-08-11 09:09:00,2.9302,2.9302,2.9302,2.9302,1010.73,0
2020-08-11 09:10:00,2.9302,2.9302,2.9302,2.9302,3.65,0
2020-08-11 09:11:00,2.9302,2.9302,2.9286,2.9286,826.23,0
2020-08-11 09:12:00,2.9587,2.9587,2.9587,2.9587,4.0,0
2020-08-11 09:13:00,2.9587,2.9587,2.9587,2.9587,0.0,0
2020-08-11 09:14:00,2.9302,2.9383,2.9302,2.9383,656.01,0
2020-08-11 09:15:00,2.9383,2.9383,2.9383,2.9383,0.0,0
2020-08-11 09:16:00,2.9487,2.9487,2.9487,2.9487,315.61,0
2020-08-11 09:17:00,2.9487,2.9487,2.9487,2.9487,0.0,0
2020-08-11 09:18:00,2.9495,2.9495,2.9491,2.9491,1020.1,0
2020-08-11 09:19:00,2.9491,2.9491,2.9491,2.9491,0.0,0
2020-08-11 09:20:00,2.949,2.949,2.942,2.942,547.37,0
2020-08-11 09:21:00,2.942,2.942,2.942,2.942,0.0,0
2020-08-11 09:22:00,2.942,2.942,2.942,2.942,0.0,0
2020-08-11 09:23:00,2.9587,2.9588,2.9587,2.9588,15.76,0
2020-08-11 09:24:00,2.9588,2.9736,2.9588,2.9736,41.19,0
2020-08-11 09:25:00,2.9736,2.9736,2.9736,2.9736,800.37,0
2020-08-11 09:26:00,2.9588,2.9588,2.9588,2.9588,22.0,0
2020-08-11 09:27:00,2.9588,2.9588,2.9402,2.9402,693.38,0
2020-08-11 09:28:00,2.9402,2.9402,2.9402,2.9402,0.0,0
2020-08-11 09:29:00,2.9402,2.9402,2.9402,2.9402,0.0,0
2020-08-11 09:30:00,2.94,2.9725,2.938,2.938,592.6,0
2020-08-11 09:31:00,2.938,2.938,2.938,2.938,0.0,0
2020-08-11 09:32:00,2.9393,2.96,2.938,2.9416,2334.8,0
2020-08-11 09:33:00,2.9381,2.9381,2.938,2.938,203.62,0
2020-08-11 09:34:00,2.938,2.938,2.9328,2.9328,556.5,0
2020-08-11 09:35:00,2.9509,2.9509,2.9316,2.9319,2103.65,0
2020-08-11 09:36:00,2.9319,2.9319,2.9319,2.9319,0.0,0
2020-08-11 09:37:00,2.9319,2.9319,2.9319,2.9319,0.0,0
2020-08-11 09:38:00,2.9329,2.9329,2.9304,2.9304,329.67,0
2020-08-11 09:39:00,2.9307,2.9508,2.9304,2.9508,1116.9,0
2020-08-11 09:40:00,2.9406,2.9406,2.9406,2.9406,130.84,0
2020-08-11 09:41:00,2.9405,2.9406,2.9405,2.9406,50.0,0
2020-08-11 09:42:00,2.9406,2.9407,2.9405,2.9407,179.03,0
2020-08-11 09:43:00,2.9405,2.9405,2.9405,2.9405,360.66,0
2020-08-11 09:44:00,2.9407,2.9407,2.9407,2.9407,549.32,0
2020-08-11 09:45:00,2.9407,2.9407,2.9407,2.9407,537.0,0
2020-08-11 09:46:00,2.9407,2.9407,2.9407,2.9407,151.0,0
2020-08-11 09:47:00,2.9407,2.9407,2.9307,2.9307,356.75,0
2020-08-11 09:48:00,2.9303,2.9303,2.9302,2.9302,280.27,0
2020-08-11 09:49:00,2.9507,2.9507,2.9507,2.9507,16.95,0
2020-08-11 09:50:00,2.9303,2.9303,2.9148,2.9148,1165.14,0
2020-08-11 09:51:00,2.9148,2.9148,2.9148,2.9148,0.0,0
2020-08-11 09:52:00,2.9148,2.9148,2.9148,2.9148,0.0,0
2020-08-11 09:53:00,2.9148,2.9148,2.9148,2.9148,204.67,0
2020-08-11 09:54:00,2.9148,2.9148,2.9148,2.9148,617.0,0
2020-08-11 09:55:00,2.9148,2.9148,2.9059,2.9084,1461.4,0
2020-08-11 09:56:00,2.9015,2.9015,2.8798,2.9012,686.57,0
2020-08-11 09:57:00,2.8798,2.8975,2.862,2.862,852.25,0
2020-08-11 09:58:00,2.8621,2.8621,2.85,2.8543,710.06,0
2020-08-11 09:59:00,2.8973,2.8973,2.8543,2.8543,619.51,0
2020-08-11 10:00:00,2.8566,2.8754,2.85,2.8549,2116.46,0
2020-08-11 10:01:00,2.8645,2.8755,2.8501,2.8755,851.59,0
2020-08-11 10:02:00,2.8558,2.8558,2.8557,2.8557,230.0,0
2020-08-11 10:03:00,2.8557,2.8557,2.8557,2.8557,0.0,0
2020-08-11 10:04:00,2.8595,2.8595,2.85,2.85,2102.89,0
2020-08-11 10:05:00,2.8601,2.8719,2.8433,2.8719,807.42,0
2020-08-11 10:06:00,2.8611,2.8611,2.861,2.861,315.0,0
2020-08-11 10:07:00,2.8719,2.8856,2.8617,2.8617,422.19,0
2020-08-11 10:08:00,2.8856,2.9048,2.8856,2.9048,22.37,0
2020-08-11 10:09:00,2.8618,2.8618,2.8618,2.8618,100.0,0
2020-08-11 10:10:00,2.8841,2.9048,2.8841,2.9048,46.97,0
2020-08-11 10:11:00,2.9048,2.9244,2.889,2.889,2946.57,0
2020-08-11 10:12:00,2.8814,2.9285,2.8814,2.9044,1617.46,0
2020-08-11 10:13:00,2.9106,2.9106,2.9,2.9,14.5,0
2020-08-11 10:14:00,2.9,2.9,2.9,2.9,0.0,0
2020-08-11 10:15:00,2.9,2.9,2.9,2.9,0.0,0
2020-08-11 10:16:00,2.885,2.885,2.8809,2.8809,2184.98,0
2020-08-11 10:17:00,2.8809,2.8809,2.8809,2.8809,0.0,0
2020-08-11 10:18:00,2.8809,2.8809,2.8809,2.8809,0.0,0
2020-08-11 10:19:00,2.8809,2.881,2.8809,2.8809,1878.63,0
2020-08-11 10:20:00,2.8701,2.9251,2.8544,2.8992,2392.29,0
2020-08-11 10:21:00,2.8705,2.8992,2.8705,2.8992,27.59,0
2020-08-11 10:22:00,2.8703,2.8703,2.8702,2.8702,23.34,0
2020-08-11 10:23:00,2.86,2.86,2.86,2.86,58.47,0
2020-08-11 10:24:00,2.8543,2.8543,2.8543,2.8543,179.51,0
2020-08-11 10:25:00,2.8543,2.8543,2.8543,2.8543,6.0,0
2020-08-11 10:26:00,2.8543,2.8543,2.8543,2.8543,72.27,0
2020-08-11 10:27:00,2.8867,2.8868,2.8646,2.8646,581.58,0
2020-08-11 10:28:00,2.8867,2.8867,2.8867,2.8867,11.0,0
2020-08-11 10:29:00,2.8663,2.8663,2.8607,2.8608,2000.98,0
2020-08-11 10:30:00,2.8614,2.8614,2.8614,2.8614,101.93,0
2020-08-11 10:31:00,2.8614,2.8614,2.8614,2.8614,0.0,0
2020-08-11 10:32:00,2.8614,2.8614,2.8614,2.8614,0.0,0
2020-08-11 10:33:00,2.88,2.8867,2.8701,2.8701,716.75,0
2020-08-11 10:34:00,2.8701,2.8701,2.8701,2.8701,0.71,0
2020-08-11 10:35:00,2.8871,2.8871,2.867,2.867,1532.95,0
2020-08-11 10:36:00,2.8669,2.8669,2.8615,2.8615,1519.0,0
2020-08-11 10:37:00,2.887,2.887,2.887,2.887,10.38,0
2020-08-11 10:38:00,2.887,2.887,2.887,2.887,0.0,0
2020-08-11 10:39:00,2.887,2.887,2.887,2.887,3.48,0
2020-08-11 10:40:00,2.887,2.8871,2.886,2.886,151.59,0
2020-08-11 10:41:00,2.869,2.9329,2.869,2.9076,721.99,0
2020-08-11 10:42:00,2.9179,2.9179,2.91,2.91,349.33,0
2020-08-11 10:43:00,2.8928,2.8928,2.8855,2.8855,125.0,0
2020-08-11 10:44:00,2.8855,2.8855,2.8855,2.8855,0.0,0
2020-08-11 10:45:00,2.8855,2.8855,2.8855,2.8855,0.0,0
2020-08-11 10:46:00,2.8855,2.8855,2.8855,2.8855,0.0,0
2020-08-11 10:47:00,2.8855,2.8855,2.8855,2.8855,0.0,0
2020-08-11 10:48:00,2.8855,2.8855,2.8855,2.8855,0.0,0
2020-08-11 10:49:00,2.9,2.9172,2.8975,2.8975,405.24,0
2020-08-11 10:50:00,2.8974,2.8974,2.8974,2.8974,12.82,0
2020-08-11 10:51:00,2.8974,2.8974,2.8974,2.8974,0.0,0
2020-08-11 10:52:00,2.8974,2.8974,2.8974,2.8974,0.0,0
2020-08-11 10:53:00,2.8974,2.8974,2.8974,2.8974,0.0,0
2020-08-11 10:54:00,2.9166,2.9166,2.8976,2.8976,24.71,0
2020-08-11 10:55:00,2.8976,2.8976,2.8976,2.8976,0.0,0
2020-08-11 10:56:00,2.8976,2.8976,2.8976,2.8976,0.0,0
2020-08-11 10:57:00,2.8976,2.8976,2.8976,2.8976,0.0,0
2020-08-11 10:58:00,2.8976,2.8976,2.8976,2.8976,0.0,0
2020-08-11 10:59:00,2.8976,2.8976,2.8976,2.8976,0.0,0
2020-08-11 11:00:00,2.8976,2.8976,2.8976,2.8976,0.0,0
2020-08-11 11:01:00,2.8976,2.8976,2.8976,2.8976,0.0,0
2020-08-11 11:02:00,2.9167,2.956,2.9015,2.9015,579.8,0
2020-08-11 11:03:00,2.906,2.92,2.906,2.92,746.38,0
2020-08-11 11:04:00,2.92,2.92,2.92,2.92,18.12,0
2020-08-11 11:05:00,2.9259,2.9762,2.92,2.92,385.47,0
2020-08-11 11:06:00,2.9388,2.9388,2.9388,2.9388,380.1,0
2020-08-11 11:07:00,2.9464,2.9464,2.9464,2.9464,40.45,0
2020-08-11 11:08:00,2.9464,2.9464,2.9464,2.9464,0.0,0
2020-08-11 11:09:00,2.9464,2.9464,2.9464,2.9464,0.0,0
2020-08-11 11:10:00,2.9464,2.9464,2.9464,2.9464,0.0,0
2020-08-11 11:11:00,2.9464,2.9464,2.9464,2.9464,0.0,0
2020-08-11 11:12:00,2.9464,2.9464,2.9464,2.9464,0.0,0
2020-08-11 11:13:00,2.9761,2.9761,2.9761,2.9761,7.75,0
2020-08-11 11:14:00,2.9756,2.9761,2.956,2.956,650.93,0
2020-08-11 11:15:00,2.9615,2.9615,2.9615,2.9615,3.45,0
2020-08-11 11:16:00,2.956,2.956,2.956,2.956,83.0,0
2020-08-11 11:17:00,2.956,2.956,2.956,2.956,0.0,0
2020-08-11 11:18:00,2.9762,2.9762,2.9762,2.9762,61.98,0
2020-08-11 11:19:00,2.95,2.95,2.95,2.95,58.68,0
2020-08-11 11:20:00,2.95,2.95,2.95,2.95,0.0,0
2020-08-11 11:21:00,2.95,2.95,2.95,2.95,159.14,0
2020-08-11 11:22:00,2.95,2.95,2.95,2.95,0.0,0
2020-08-11 11:23:00,2.95,2.95,2.95,2.95,0.0,0
2020-08-11 11:24:00,2.95,2.95,2.95,2.95,0.0,0
2020-08-11 11:25:00,2.96,2.96,2.96,2.96,3.59,0
2020-08-11 11:26:00,2.96,2.96,2.96,2.96,0.0,0
2020-08-11 11:27:00,2.96,2.96,2.96,2.96,0.0,0
2020-08-11 11:28:00,2.9754,2.9755,2.9754,2.9755,472.0,0
2020-08-11 11:29:00,2.9747,2.9747,2.9747,2.9747,9.62,0
2020-08-11 11:30:00,2.97,2.97,2.9601,2.9601,23.21,0
2020-08-11 11:31:00,2.9751,2.9762,2.96,2.9762,1275.2,0
2020-08-11 11:32:00,2.9762,2.9762,2.9761,2.9762,346.13,0
2020-08-11 11:33:00,2.9762,3.0,2.9762,3.0,3434.52,0
2020-08-11 11:34:00,3.0037,3.0376,3.0037,3.0115,231.17,0
2020-08-11 11:35:00,3.0376,3.0376,3.0376,3.0376,100.0,0
2020-08-11 11:36:00,3.0376,3.0376,3.0094,3.01,288.54,0
2020-08-11 11:37:00,3.0128,3.1,3.0128,3.0502,191.26,0
2020-08-11 11:38:00,3.0502,3.0502,3.0502,3.0502,19.7,0
2020-08-11 11:39:00,3.0502,3.0502,3.0502,3.0502,0.0,0
2020-08-11 11:40:00,3.0502,3.0502,3.0502,3.0502,0.0,0
2020-08-11 11:41:00,3.0502,3.0502,3.0502,3.0502,0.0,0
2020-08-11 11:42:00,3.0502,3.0502,3.0502,3.0502,140.97,0
2020-08-11 11:43:00,3.0502,3.0502,3.0502,3.0502,0.0,0
2020-08-11 11:44:00,3.0502,3.0502,3.0502,3.0502,0.0,0
2020-08-11 11:45:00,3.0402,3.0777,3.0273,3.0273,1267.66,0
2020-08-11 11:46:00,3.0273,3.0273,3.0273,3.0273,0.0,0
2020-08-11 11:47:00,3.05,3.05,3.05,3.05,229.5,0
2020-08-11 11:48:00,3.05,3.05,3.05,3.05,0.0,0
2020-08-11 11:49:00,3.0306,3.0436,3.0306,3.0436,45.48,0
2020-08-11 11:50:00,3.0436,3.0436,3.0436,3.0436,0.0,0
2020-08-11 11:51:00,3.0426,3.0534,3.0426,3.0534,347.0,0
2020-08-11 11:52:00,3.0534,3.0534,3.0534,3.0534,0.0,0
2020-08-11 11:53:00,3.048,3.048,3.048,3.048,539.35,0
2020-08-11 11:54:00,3.048,3.048,3.048,3.048,0.0,0
2020-08-11 11:55:00,3.0454,3.0498,3.0454,3.0498,159.47,0
2020-08-11 11:56:00,3.0454,3.0454,3.0388,3.0388,19.24,0
2020-08-11 11:57:00,3.0388,3.0388,3.0388,3.0388,25.0,0
2020-08-11 11:58:00,3.0498,3.0498,3.0498,3.0498,3.93,0
2020-08-11 11:59:00,3.0496,3.0497,3.0496,3.0497,126.74,0
2020-08-11 12:00:00,3.0497,3.0497,3.0497,3.0497,0.0,0
2020-08-11 12:01:00,3.0497,3.0666,3.0497,3.0665,84.5,0
2020-08-11 12:02:00,3.0488,3.1017,3.0488,3.1017,4112.57,0
2020-08-11 12:03:00,3.1109,3.1448,3.1109,3.1448,1715.42,0
2020-08-11 12:04:00,3.1448,3.1958,3.1339,3.1751,7441.59,0
